0.04,0.555815471418,0.739834042347,0.633884381386
0.08,0.556979980258,0.71354868902,0.623463491274
0.12,0.571880713908,0.7002594243,0.628152544078
0.16,0.574400061927,0.694446307853,0.628018122681
0.2,0.570187674023,0.677370531039,0.618279868487
0.24,0.568734209129,0.661999519799,0.611035858201
0.28,0.563261777614,0.646896034453,0.600724534473
0.32,0.577921121333,0.640621703131,0.606416306777
0.36,0.578809002307,0.624289906613,0.59818767046
0.4,0.588607786843,0.633692846285,0.609270648193
0.44,0.582966303772,0.603778579605,0.592183042399
0.48,0.599608503702,0.617638118814,0.607342135494
0.52,0.597491893274,0.611091446369,0.602891378749
0.56,0.603496515849,0.592518970658,0.59679321287
0.6,0.600987361763,0.592628483656,0.59603725843
0.64,0.605317364302,0.57739002782,0.58850400594
0.68,0.620200123373,0.582803540644,0.599833016482
0.72,0.620980563728,0.573543791004,0.595775350399
0.76,0.626937962339,0.565235729048,0.593184677282
0.8,0.629613486093,0.553893799056,0.588037414009
0.84,0.629353859762,0.543774048375,0.581691370463
0.88,0.642144407403,0.531035586061,0.57993520588
0.92,0.648639455715,0.521194671134,0.575773496014
0.96,0.675456023069,0.507502687661,0.576932602315
0.962,0.665547673169,0.492181310992,0.564019759411
0.964,0.650897602023,0.486243646011,0.555525703288
0.966,0.667255866552,0.491431295434,0.564042667494
0.968,0.656145255973,0.466934880923,0.544844285691
0.97,0.675512706331,0.474313146523,0.55595920168
0.972,0.656141150889,0.482321991982,0.55306842815
0.974,0.667527322591,0.474401888159,0.553673853306
0.976,0.677464523228,0.465522747079,0.549892342684
0.978,0.672586702874,0.478518959517,0.556172480643
0.98,0.672785943298,0.463212333656,0.547246711232
0.982,0.661970200063,0.466877114108,0.545601672077
0.984,0.673140092426,0.437172661042,0.529022112937
0.986,0.676991019241,0.441414219155,0.532639429152
0.988,0.695653362348,0.455214609548,0.547660572614
0.99,0.672437901234,0.450570518643,0.536355159788
0.992,0.680811391333,0.448622276116,0.539122453612
0.994,0.701091906084,0.423635475777,0.526374424708
0.996,0.706386001825,0.426242616764,0.530500906192
0.998,0.693929700076,0.38557685659,0.493722921598
